Kenteken,Brandstof omschrijving,Datum eerste afgifte Nederland,cumhelp,Cumulative
H432BX,Diesel,2020-01-02,1,628
VDP53V,Diesel,2020-01-02,1,629
H145BB,Diesel,2020-01-02,1,630
VDV08J,Diesel,2020-01-02,1,631
G033XG,Diesel,2020-01-02,1,632
G369ST,Diesel,2020-01-02,1,633
VDV65Z,Diesel,2020-01-02,1,634
VDT42N,Diesel,2020-01-02,1,635
H597FB,Diesel,2020-01-02,1,636
G682ZD,Diesel,2020-01-02,1,637
G987XZ,Diesel,2020-01-02,1,638
G194ZX,Diesel,2020-01-02,1,639
G643ZD,Diesel,2020-01-02,1,640
VDN35L,Diesel,2020-01-02,1,641
VDV71F,Diesel,2020-01-02,1,642
VDS23R,Diesel,2020-01-02,1,643
VDH05B,Diesel,2020-01-02,1,644
VDK72J,Diesel,2020-01-02,1,645
G413ZR,Diesel,2020-01-02,1,646
H741BJ,Diesel,2020-01-02,1,647
VDP11F,Diesel,2020-01-02,1,648
VDT58D,Diesel,2020-01-02,1,649
97BNZ8,Diesel,2020-01-02,1,650
VDS07N,Diesel,2020-01-02,1,651
VDS32V,Diesel,2020-01-02,1,652
VDX57L,Diesel,2020-01-02,1,653
VDT98F,Diesel,2020-01-02,1,654
H927BS,Diesel,2020-01-02,1,655
G215XL,Diesel,2020-01-02,1,656
VDB47P,Diesel,2020-01-02,1,657
H687BR,Diesel,2020-01-02,1,658
G043ZH,Diesel,2020-01-02,1,659
VDT71D,Diesel,2020-01-02,1,660
VBT05F,Diesel,2020-01-02,1,661
G855PG,Diesel,2020-01-02,1,662
G061ZD,Diesel,2020-01-02,1,663
H795BJ,Diesel,2020-01-02,1,664
VDT97R,Diesel,2020-01-02,1,665
G438ZP,Diesel,2020-01-02,1,666
G335XZ,Diesel,2020-01-02,1,667
G859ZR,Diesel,2020-01-02,1,668
VDK71J,Diesel,2020-01-02,1,669
G189XZ,Diesel,2020-01-02,1,670
VDT79J,Diesel,2020-01-02,1,671
VDT49B,Diesel,2020-01-02,1,672
VDL85J,Diesel,2020-01-02,1,673
VDV09J,Diesel,2020-01-02,1,674
H032BK,Diesel,2020-01-02,1,675
VDS73R,Diesel,2020-01-02,1,676
VDV23N,Diesel,2020-01-02,1,677
G503ZT,Diesel,2020-01-02,1,678
VDS25R,Diesel,2020-01-02,1,679
VDV78K,Diesel,2020-01-02,1,680
G846ZK,Diesel,2020-01-02,1,681
VDP44F,Diesel,2020-01-02,1,682
VDX07H,Diesel,2020-01-02,1,683
VDT98G,Diesel,2020-01-02,1,684
VDH97N,Diesel,2020-01-02,1,685
H308BJ,Diesel,2020-01-02,1,686
VDS10V,Diesel,2020-01-02,1,687
VDX19H,Diesel,2020-01-02,1,688
VDV44P,Diesel,2020-01-02,1,689
VDT65H,Diesel,2020-01-02,1,690
H621BK,Diesel,2020-01-02,1,691
VDP11R,Diesel,2020-01-02,1,692
VDV46Z,Diesel,2020-01-02,1,693
G546ZN,Diesel,2020-01-02,1,694
74BPD3,Diesel,2020-01-02,1,695
VDS25K,Diesel,2020-01-02,1,696
G588ZS,Diesel,2020-01-02,1,697
G663ZL,Diesel,2020-01-02,1,698
VDT44B,Diesel,2020-01-02,1,699
G160NG,Diesel,2020-01-02,1,700
VDT99S,Diesel,2020-01-02,1,701
VDR47J,Diesel,2020-01-02,1,702
G984XZ,Diesel,2020-01-02,1,703
VDS26R,Diesel,2020-01-02,1,704
VDR25Z,Diesel,2020-01-02,1,705
VDS94T,Diesel,2020-01-02,1,706
VDS65K,Diesel,2020-01-02,1,707
VDS04N,Diesel,2020-01-02,1,708
H038BG,Diesel,2020-01-02,1,709
G338XG,Diesel,2020-01-02,1,710
63BPD9,Diesel,2020-01-02,1,711
VDV02F,Diesel,2020-01-02,1,712
VDV63Z,Diesel,2020-01-02,1,713
VDK67J,Diesel,2020-01-02,1,714
VDT84V,Diesel,2020-01-02,1,715
G777ZZ,Diesel,2020-01-02,1,716
H960BS,Diesel,2020-01-02,1,717
G851KR,Diesel,2020-01-02,1,718
VDS68V,Diesel,2020-01-02,1,719
G823ZB,Diesel,2020-01-02,1,720
VDL26N,Diesel,2020-01-02,1,721
VDS45J,Diesel,2020-01-02,1,722
VDS45H,Diesel,2020-01-02,1,723
VDT67L,Diesel,2020-01-02,1,724
VDT70V,Diesel,2020-01-02,1,725
VDX26L,Diesel,2020-01-02,1,726
G341XR,Diesel,2020-01-02,1,727
VDX33D,Diesel,2020-01-02,1,728
VDR39V,Diesel,2020-01-02,1,729
VDB45F,Diesel,2020-01-02,1,730
G037XV,Diesel,2020-01-02,1,731
H893BS,Diesel,2020-01-02,1,732
VDJ88V,Diesel,2020-01-02,1,733
VDP51B,Diesel,2020-01-02,1,734
VDX32L,Diesel,2020-01-02,1,735
VDH13K,Diesel,2020-01-02,1,736
VDL53N,Diesel,2020-01-02,1,737
VDV55L,Diesel,2020-01-02,1,738
VDS46B,Diesel,2020-01-02,1,739
VDR51R,Diesel,2020-01-02,1,740
G661ZL,Diesel,2020-01-02,1,741
VDS65T,Diesel,2020-01-02,1,742
VDS14V,Diesel,2020-01-02,1,743
VDR48J,Diesel,2020-01-02,1,744
VDT59K,Diesel,2020-01-02,1,745
VDT15S,Diesel,2020-01-02,1,746
G291VJ,Diesel,2020-01-02,1,747
VBX62J,Diesel,2020-01-02,1,748
VDD84J,Diesel,2020-01-02,1,749
VDV11J,Diesel,2020-01-02,1,750
VDT85G,Diesel,2020-01-02,1,751
G867FV,Diesel,2020-01-02,1,752
VDS97J,Diesel,2020-01-02,1,753
VDT44N,Diesel,2020-01-02,1,754
VDS79X,Diesel,2020-01-02,1,755
VDG91T,Diesel,2020-01-02,1,756
VDS95X,Diesel,2020-01-02,1,757
VDT51H,Diesel,2020-01-02,1,758
H533BD,Diesel,2020-01-02,1,759
G336XH,Diesel,2020-01-02,1,760
VDT24K,Diesel,2020-01-02,1,761
VDT05S,Diesel,2020-01-02,1,762
VDG15K,Diesel,2020-01-02,1,763
G075ZB,Diesel,2020-01-02,1,764
VDR42J,Diesel,2020-01-02,1,765
VDS72R,Diesel,2020-01-02,1,766
H447BR,Diesel,2020-01-02,1,767
G839VB,Diesel,2020-01-02,1,768
VDT71R,Diesel,2020-01-02,1,769
G685ZZ,Diesel,2020-01-02,1,770
VDT70D,Diesel,2020-01-02,1,771
H334BJ,Diesel,2020-01-02,1,772
G837VB,Diesel,2020-01-02,1,773
VDV32D,Diesel,2020-01-02,1,774
H261DN,Diesel,2020-01-02,1,775
VDX18J,Diesel,2020-01-02,1,776
VDK51P,Diesel,2020-01-02,1,777
VDR46J,Diesel,2020-01-02,1,778
H761BJ,Diesel,2020-01-02,1,779
V069ZG,Diesel,2020-01-02,1,780
VDV95N,Diesel,2020-01-02,1,781
VDR30H,Diesel,2020-01-02,1,782
VDR49J,Diesel,2020-01-02,1,783
G070ZL,Diesel,2020-01-02,1,784
G136SN,Diesel,2020-01-02,1,785
VDT72D,Diesel,2020-01-02,1,786
VDV07J,Diesel,2020-01-02,1,787
VDT41N,Diesel,2020-01-02,1,788
VDV47P,Diesel,2020-01-02,1,789
G374XX,Diesel,2020-01-02,1,790
VDS09T,Diesel,2020-01-02,1,791
VDV74L,Diesel,2020-01-02,1,792
VDT51K,Diesel,2020-01-02,1,793
H789BJ,Diesel,2020-01-02,1,794
VDT57J,Diesel,2020-01-02,1,795
H493FD,Diesel,2020-01-02,1,796
VDS87L,Diesel,2020-01-02,1,797
G631ZD,Diesel,2020-01-02,1,798
VDT99F,Diesel,2020-01-02,1,799
VDS27T,Diesel,2020-01-02,1,800
VDP89X,Diesel,2020-01-02,1,801
VDS79R,Diesel,2020-01-02,1,802
VDS28H,Diesel,2020-01-02,1,803
G981XF,Diesel,2020-01-02,1,804
VDP80B,Diesel,2020-01-02,1,805
H732FF,Diesel,2020-01-02,1,806
VDB17B,Diesel,2020-01-02,1,807
VDS70V,Diesel,2020-01-02,1,808
VDR87R,Diesel,2020-01-02,1,809
VDK70J,Diesel,2020-01-02,1,810
VDT67V,Diesel,2020-01-02,1,811
VDR50J,Diesel,2020-01-02,1,812
VDR46F,Diesel,2020-01-02,1,813
G994XZ,Diesel,2020-01-02,1,814
VDS35B,Diesel,2020-01-02,1,815
VDN57J,Diesel,2020-01-02,1,816
G809ZB,Diesel,2020-01-02,1,817
H888DK,Diesel,2020-01-02,1,818
VDP03F,Diesel,2020-01-02,1,819
VDV75R,Diesel,2020-01-02,1,820
VDV60Z,Diesel,2020-01-02,1,821
H818BJ,Diesel,2020-01-02,1,822
VDX22J,Diesel,2020-01-02,1,823
H003FG,Diesel,2020-01-02,1,824
G989XZ,Diesel,2020-01-02,1,825
VDS50L,Diesel,2020-01-02,1,826
VDK68J,Diesel,2020-01-02,1,827
VDR85H,Diesel,2020-01-02,1,828
VDR21P,Diesel,2020-01-02,1,829
H103BP,Diesel,2020-01-02,1,830
VDT52K,Diesel,2020-01-02,1,831
VDK58Z,Diesel,2020-01-02,1,832
VDP77B,Diesel,2020-01-02,1,833
VDL35T,Diesel,2020-01-02,1,834
G383ZP,Diesel,2020-01-02,1,835
VDD80R,Diesel,2020-01-02,1,836
VFD45G,Diesel,2020-01-02,1,837
VDZ93N,Diesel,2020-01-02,1,838
H103BB,Diesel,2020-01-03,1,839
37BPF1,Diesel,2020-01-03,1,840
47BPB5,Diesel,2020-01-03,1,841
G058ZH,Diesel,2020-01-03,1,842
32BPF1,Diesel,2020-01-03,1,843
VDT47L,Diesel,2020-01-03,1,844
H906BB,Diesel,2020-01-03,1,845
G778TN,Diesel,2020-01-03,1,846
VDV43P,Diesel,2020-01-03,1,847
G212RR,Diesel,2020-01-03,1,848
VDV54V,Diesel,2020-01-03,1,849
VDS57T,Diesel,2020-01-03,1,850
VDP91T,Diesel,2020-01-03,1,851
G369VP,Diesel,2020-01-03,1,852
VDH63K,Diesel,2020-01-03,1,853
99BPD4,Diesel,2020-01-03,1,854
VDL59T,Diesel,2020-01-03,1,855
G030PZ,Diesel,2020-01-03,1,856
H407DG,Diesel,2020-01-03,1,857
06BPF1,Diesel,2020-01-03,1,858
VDR38T,Diesel,2020-01-03,1,859
VDR63N,Diesel,2020-01-03,1,860
VDG12X,Diesel,2020-01-03,1,861
45BPD8,Diesel,2020-01-03,1,862
H824FG,Diesel,2020-01-03,1,863
VDR21G,Diesel,2020-01-03,1,864
VDP14K,Diesel,2020-01-03,1,865
VDX47L,Diesel,2020-01-03,1,866
VDX97S,Diesel,2020-01-03,1,867
H303FG,Diesel,2020-01-03,1,868
H925FG,Diesel,2020-01-03,1,869
H920FG,Diesel,2020-01-03,1,870
G765XF,Diesel,2020-01-03,1,871
H482FG,Diesel,2020-01-03,1,872
VDN99N,Diesel,2020-01-03,1,873
VDT71K,Diesel,2020-01-03,1,874
G544XH,Diesel,2020-01-03,1,875
VDL36S,Diesel,2020-01-03,1,876
H684BG,Diesel,2020-01-03,1,877
VDS96K,Diesel,2020-01-03,1,878
H398BN,Diesel,2020-01-03,1,879
VDR12K,Diesel,2020-01-03,1,880
VDV05K,Diesel,2020-01-03,1,881
G377XT,Diesel,2020-01-03,1,882
H279FH,Diesel,2020-01-03,1,883
VDH49H,Diesel,2020-01-03,1,884
G165ZL,Diesel,2020-01-03,1,885
37BNZ4,Diesel,2020-01-03,1,886
H352BV,Diesel,2020-01-03,1,887
16BPD4,Diesel,2020-01-03,1,888
H506FF,Diesel,2020-01-03,1,889
VDV46P,Diesel,2020-01-03,1,890
19BNZ1,Diesel,2020-01-03,1,891
VDR96H,Diesel,2020-01-03,1,892
16BPD7,Diesel,2020-01-03,1,893
G787XG,Diesel,2020-01-03,1,894
G829XP,Diesel,2020-01-03,1,895
G667ZD,Diesel,2020-01-03,1,896
VDX08F,Diesel,2020-01-03,1,897
VDV85X,Diesel,2020-01-03,1,898
VDV89B,Diesel,2020-01-03,1,899
VDP95T,Diesel,2020-01-03,1,900
VDV76R,Diesel,2020-01-03,1,901
G608TK,Diesel,2020-01-03,1,902
VDS33K,Diesel,2020-01-03,1,903
VBZ08V,Diesel,2020-01-03,1,904
02BPF1,Diesel,2020-01-03,1,905
VDP12K,Diesel,2020-01-03,1,906
G386TX,Diesel,2020-01-03,1,907
VDT52D,Diesel,2020-01-03,1,908
VDP23F,Diesel,2020-01-03,1,909
VDV21L,Diesel,2020-01-03,1,910
G291ZK,Diesel,2020-01-03,1,911
G206RF,Diesel,2020-01-03,1,912
VDP94T,Diesel,2020-01-03,1,913
VDS86R,Diesel,2020-01-03,1,914
VDS08N,Diesel,2020-01-03,1,915
97BPD9,Diesel,2020-01-03,1,916
VDR69V,Diesel,2020-01-03,1,917
G421NZ,Diesel,2020-01-03,1,918
VDP88K,Diesel,2020-01-03,1,919
VDT57L,Diesel,2020-01-03,1,920
G815ZB,Diesel,2020-01-03,1,921
VDP67J,Diesel,2020-01-03,1,922
VDP05J,Diesel,2020-01-03,1,923
12BPB6,Diesel,2020-01-03,1,924
VDV20X,Diesel,2020-01-03,1,925
G845ST,Diesel,2020-01-03,1,926
G955XX,Diesel,2020-01-03,1,927
G276XB,Diesel,2020-01-03,1,928
VDS45N,Diesel,2020-01-03,1,929
89BPD7,Diesel,2020-01-03,1,930
H062BT,Diesel,2020-01-03,1,931
VDT74L,Diesel,2020-01-03,1,932
VDT61Z,Diesel,2020-01-03,1,933
VDP22F,Diesel,2020-01-03,1,934
VDV56T,Diesel,2020-01-03,1,935
VDT48F,Diesel,2020-01-03,1,936
VDR19Z,Diesel,2020-01-03,1,937
VDJ29P,Diesel,2020-01-03,1,938
H516FG,Diesel,2020-01-03,1,939
VDP33V,Diesel,2020-01-03,1,940
VDP54V,Diesel,2020-01-03,1,941
VDV02P,Diesel,2020-01-03,1,942
VDV30K,Diesel,2020-01-03,1,943
G777ZT,Diesel,2020-01-03,1,944
VDN77R,Diesel,2020-01-03,1,945
VDV67V,Diesel,2020-01-03,1,946
G099XR,Diesel,2020-01-03,1,947
VBG04V,Diesel,2020-01-03,1,948
VDV19G,Diesel,2020-01-03,1,949
07BPF1,Diesel,2020-01-03,1,950
85BNZ6,Diesel,2020-01-03,1,951
VDV14P,Diesel,2020-01-03,1,952
96BPD9,Diesel,2020-01-03,1,953
49BPD6,Diesel,2020-01-03,1,954
VDT11P,Diesel,2020-01-03,1,955
H869FD,Diesel,2020-01-03,1,956
VDX09K,Diesel,2020-01-03,1,957
VDT72N,Diesel,2020-01-03,1,958
94BPD8,Diesel,2020-01-03,1,959
VDX42B,Diesel,2020-01-03,1,960
VDV56S,Diesel,2020-01-03,1,961
VDJ62R,Diesel,2020-01-03,1,962
VDN12P,Diesel,2020-01-03,1,963
VDX60J,Diesel,2020-01-03,1,964
VDR34T,Diesel,2020-01-03,1,965
37BPD9,Diesel,2020-01-03,1,966
H880DD,Diesel,2020-01-03,1,967
G850XR,Diesel,2020-01-03,1,968
VDR68L,Diesel,2020-01-03,1,969
H421DR,Diesel,2020-01-03,1,970
G008SF,Diesel,2020-01-03,1,971
VDS56T,Diesel,2020-01-03,1,972
G910ZG,Diesel,2020-01-03,1,973
54BPB2,Diesel,2020-01-03,1,974
PX492F,Diesel,2020-01-03,1,975
VDS31T,Diesel,2020-01-03,1,976
H647BS,Diesel,2020-01-03,1,977
VDX75D,Diesel,2020-01-03,1,978
H668BK,Diesel,2020-01-03,1,979
G098VR,Diesel,2020-01-03,1,980
G959VZ,Diesel,2020-01-03,1,981
VDT50D,Diesel,2020-01-03,1,982
DXL27R,Diesel,2020-01-03,1,983
VDS91Z,Diesel,2020-01-03,1,984
VDX04J,Diesel,2020-01-03,1,985
VDX76L,Diesel,2020-01-03,1,986
G486XN,Diesel,2020-01-03,1,987
VDX87F,Diesel,2020-01-03,1,988
G027ZH,Diesel,2020-01-03,1,989
VDS21T,Diesel,2020-01-03,1,990
DXL61T,Diesel,2020-01-03,1,991
VDX08J,Diesel,2020-01-03,1,992
G682ST,Diesel,2020-01-03,1,993
VDR24J,Diesel,2020-01-03,1,994
H208BK,Diesel,2020-01-03,1,995
G507ZN,Diesel,2020-01-03,1,996
VDX64B,Diesel,2020-01-03,1,997
H933FG,Diesel,2020-01-03,1,998
H997DJ,Diesel,2020-01-03,1,999
H933DN,Diesel,2020-01-03,1,1000
G817ZL,Diesel,2020-01-03,1,1001
VBK22V,Diesel,2020-01-03,1,1002
VDP19B,Diesel,2020-01-03,1,1003
VDS55T,Diesel,2020-01-03,1,1004
VDS44V,Diesel,2020-01-03,1,1005
ZB439H,Diesel,2020-01-03,1,1006
VDT64K,Diesel,2020-01-03,1,1007
VDX43B,Diesel,2020-01-03,1,1008
G814ZB,Diesel,2020-01-03,1,1009
VDK67Z,Diesel,2020-01-03,1,1010
G251VV,Diesel,2020-01-03,1,1011
G216VJ,Diesel,2020-01-03,1,1012
G836ZL,Diesel,2020-01-03,1,1013
VDX26H,Diesel,2020-01-03,1,1014
VDS17N,Diesel,2020-01-03,1,1015
G404ZX,Diesel,2020-01-03,1,1016
VDV88Z,Diesel,2020-01-03,1,1017
VDT51Z,Diesel,2020-01-03,1,1018
G622ZH,Diesel,2020-01-03,1,1019
H638BS,Diesel,2020-01-03,1,1020
V457TF,Diesel,2020-01-03,1,1021
G509ZT,Diesel,2020-01-03,1,1022
VDT89G,Diesel,2020-01-03,1,1023
VDX42T,Diesel,2020-01-03,1,1024
97BNZ6,Diesel,2020-01-03,1,1025
12BPD8,Diesel,2020-01-03,1,1026
VDX05F,Diesel,2020-01-03,1,1027
VDS82F,Diesel,2020-01-03,1,1028
H298FH,Diesel,2020-01-03,1,1029
VDX79P,Diesel,2020-01-03,1,1030
VDT08H,Diesel,2020-01-03,1,1031
VDT20V,Diesel,2020-01-03,1,1032
V750XD,Diesel,2020-01-03,1,1033
VDT25B,Diesel,2020-01-03,1,1034
G001VG,Diesel,2020-01-03,1,1035
41BNZ9,Diesel,2020-01-03,1,1036
19BPD2,Diesel,2020-01-03,1,1037
VBH12B,Diesel,2020-01-03,1,1038
VDV71P,Diesel,2020-01-03,1,1039
G060ZX,Diesel,2020-01-03,1,1040
VDN12T,Diesel,2020-01-03,1,1041
VDV36R,Diesel,2020-01-03,1,1042
H490BN,Diesel,2020-01-03,1,1043
72BPD9,Diesel,2020-01-03,1,1044
VDR21B,Diesel,2020-01-03,1,1045
G804PV,Diesel,2020-01-03,1,1046
G116VZ,Diesel,2020-01-03,1,1047
G815XR,Diesel,2020-01-03,1,1048
H290DF,Diesel,2020-01-03,1,1049
26BPD6,Diesel,2020-01-03,1,1050
31BPF1,Diesel,2020-01-03,1,1051
H982FG,Diesel,2020-01-03,1,1052
39BNX5,Diesel,2020-01-03,1,1053
G732ZP,Diesel,2020-01-03,1,1054
VDV39R,Diesel,2020-01-03,1,1055
12BPB3,Diesel,2020-01-03,1,1056
83BPD9,Diesel,2020-01-03,1,1057
28BPF1,Diesel,2020-01-03,1,1058
G555XP,Diesel,2020-01-03,1,1059
DXL96J,Diesel,2020-01-03,1,1060
70BPB4,Diesel,2020-01-03,1,1061
VDX02H,Diesel,2020-01-03,1,1062
17BNX2,Diesel,2020-01-03,1,1063
76BPD9,Diesel,2020-01-03,1,1064
VDT27P,Diesel,2020-01-03,1,1065
H784DV,Diesel,2020-01-03,1,1066
38BPF1,Diesel,2020-01-03,1,1067
VDB42G,Diesel,2020-01-03,1,1068
VDS92F,Diesel,2020-01-03,1,1069
V146VX,Diesel,2020-01-03,1,1070
83BPB9,Diesel,2020-01-03,1,1071
38BNZ4,Diesel,2020-01-03,1,1072
VDX50F,Diesel,2020-01-03,1,1073
H158FH,Diesel,2020-01-03,1,1074
H242FH,Diesel,2020-01-03,1,1075
VDX61P,Diesel,2020-01-03,1,1076
V795TF,Diesel,2020-01-03,1,1077
VDS11L,Diesel,2020-01-03,1,1078
VDR16L,Diesel,2020-01-03,1,1079
04BPF1,Diesel,2020-01-03,1,1080
G687ZZ,Diesel,2020-01-03,1,1081
58BPB2,Diesel,2020-01-03,1,1082
DXK68R,Diesel,2020-01-03,1,1083
VDX26F,Diesel,2020-01-03,1,1084
VDT02H,Diesel,2020-01-03,1,1085
26BPB4,Diesel,2020-01-03,1,1086
VDL45N,Diesel,2020-01-03,1,1087
48BPD6,Diesel,2020-01-03,1,1088
ZT065F,Diesel,2020-01-03,1,1089
VDV45P,Diesel,2020-01-03,1,1090
G576XT,Diesel,2020-01-03,1,1091
75BPD9,Diesel,2020-01-03,1,1092
74BPD9,Diesel,2020-01-03,1,1093
G611TT,Diesel,2020-01-03,1,1094
H840FG,Diesel,2020-01-03,1,1095
ZV321N,Diesel,2020-01-03,1,1096
H026FH,Diesel,2020-01-03,1,1097
VDL80T,Diesel,2020-01-03,1,1098
98BPB6,Diesel,2020-01-03,1,1099
DXJ76V,Diesel,2020-01-03,1,1100
VDV87G,Diesel,2020-01-03,1,1101
VDX90L,Diesel,2020-01-03,1,1102
VDV93T,Diesel,2020-01-03,1,1103
VDX97D,Diesel,2020-01-03,1,1104
09BPD2,Diesel,2020-01-03,1,1105
VDP82X,Diesel,2020-01-03,1,1106
VDR39H,Diesel,2020-01-03,1,1107
VDX48F,Diesel,2020-01-03,1,1108
H195DP,Diesel,2020-01-03,1,1109
H068FH,Diesel,2020-01-03,1,1110
VDS26L,Diesel,2020-01-03,1,1111
G704VK,Diesel,2020-01-03,1,1112
VDP26F,Diesel,2020-01-03,1,1113
VDR32T,Diesel,2020-01-03,1,1114
VDS61G,Diesel,2020-01-03,1,1115
VDS14H,Diesel,2020-01-03,1,1116
G703XT,Diesel,2020-01-03,1,1117
H431FF,Diesel,2020-01-03,1,1118
G509SJ,Diesel,2020-01-03,1,1119
G127ND,Diesel,2020-01-03,1,1120
G671SL,Diesel,2020-01-03,1,1121
VDV10G,Diesel,2020-01-03,1,1122
VDV42T,Diesel,2020-01-03,1,1123
81BNR6,Diesel,2020-01-03,1,1124
H227BH,Diesel,2020-01-03,1,1125
G813ZB,Diesel,2020-01-03,1,1126
00BPF1,Diesel,2020-01-03,1,1127
55BPD8,Diesel,2020-01-03,1,1128
H987FG,Diesel,2020-01-03,1,1129
H857FG,Diesel,2020-01-03,1,1130
VDT75R,Diesel,2020-01-03,1,1131
G572TT,Diesel,2020-01-03,1,1132
VDX12N,Diesel,2020-01-03,1,1133
H293FF,Diesel,2020-01-03,1,1134
G138XP,Diesel,2020-01-03,1,1135
H845FG,Diesel,2020-01-03,1,1136
G182VT,Diesel,2020-01-03,1,1137
V166XT,Diesel,2020-01-03,1,1138
H245FG,Diesel,2020-01-03,1,1139
VDX02F,Diesel,2020-01-03,1,1140
VDV49F,Diesel,2020-01-03,1,1141
XX939J,Diesel,2020-01-03,1,1142
G988XZ,Diesel,2020-01-03,1,1143
64BNS8,Diesel,2020-01-03,1,1144
28BPD9,Diesel,2020-01-03,1,1145
VDV69P,Diesel,2020-01-03,1,1146
VDT21F,Diesel,2020-01-03,1,1147
VDS32T,Diesel,2020-01-03,1,1148
VBR72D,Diesel,2020-01-03,1,1149
59BPB2,Diesel,2020-01-03,1,1150
VDH68S,Diesel,2020-01-03,1,1151
V103VV,Diesel,2020-01-03,1,1152
VDV47H,Diesel,2020-01-03,1,1153
95BNZ6,Diesel,2020-01-03,1,1154
VDX06G,Diesel,2020-01-03,1,1155
H215FH,Diesel,2020-01-03,1,1156
VDS66P,Diesel,2020-01-03,1,1157
H391DJ,Diesel,2020-01-03,1,1158
39BNZ4,Diesel,2020-01-03,1,1159
VDR23V,Diesel,2020-01-03,1,1160
H582BS,Diesel,2020-01-03,1,1161
VBD84H,Diesel,2020-01-03,1,1162
VDS66R,Diesel,2020-01-03,1,1163
09BNZ8,Diesel,2020-01-03,1,1164
93BPB1,Diesel,2020-01-03,1,1165
05BPF1,Diesel,2020-01-03,1,1166
VDX83D,Diesel,2020-01-03,1,1167
VDS80X,Diesel,2020-01-03,1,1168
VDV81H,Diesel,2020-01-03,1,1169
G377XF,Diesel,2020-01-03,1,1170
VDX84H,Diesel,2020-01-03,1,1171
V189NT,Diesel,2020-01-03,1,1172
VDX98D,Diesel,2020-01-03,1,1173
73BPD9,Diesel,2020-01-03,1,1174
89BPD5,Diesel,2020-01-03,1,1175
V706KN,Diesel,2020-01-03,1,1176
22BPD2,Diesel,2020-01-03,1,1177
VDS20T,Diesel,2020-01-03,1,1178
VDT78R,Diesel,2020-01-03,1,1179
95BPD9,Diesel,2020-01-03,1,1180
G774HT,Diesel,2020-01-03,1,1181
H098FH,Diesel,2020-01-03,1,1182
H829FG,Diesel,2020-01-03,1,1183
VDT13L,Diesel,2020-01-03,1,1184
VDP17F,Diesel,2020-01-03,1,1185
20BPB5,Diesel,2020-01-03,1,1186
VDR28Z,Diesel,2020-01-03,1,1187
VDT30R,Diesel,2020-01-03,1,1188
VDV48T,Diesel,2020-01-03,1,1189
VDP14X,Diesel,2020-01-03,1,1190
VDR56R,Diesel,2020-01-03,1,1191
47BPD5,Diesel,2020-01-03,1,1192
H992FG,Diesel,2020-01-03,1,1193
VDR89V,Diesel,2020-01-03,1,1194
VDV81K,Diesel,2020-01-03,1,1195
H157BT,Diesel,2020-01-03,1,1196
G326XZ,Diesel,2020-01-03,1,1197
VBD77D,Diesel,2020-01-03,1,1198
28BPD3,Diesel,2020-01-03,1,1199
VDH78Z,Diesel,2020-01-03,1,1200
G608JJ,Diesel,2020-01-03,1,1201
VDD14L,Diesel,2020-01-03,1,1202
H996FG,Diesel,2020-01-03,1,1203
VDR90V,Diesel,2020-01-03,1,1204
47BNZ1,Diesel,2020-01-03,1,1205
VDX80G,Diesel,2020-01-03,1,1206
VDV09L,Diesel,2020-01-03,1,1207
H240FH,Diesel,2020-01-03,1,1208
H233FH,Diesel,2020-01-03,1,1209
93BPD9,Diesel,2020-01-03,1,1210
V574ZH,Diesel,2020-01-03,1,1211
VDV61P,Diesel,2020-01-03,1,1212
G374XL,Diesel,2020-01-03,1,1213
H871FG,Diesel,2020-01-03,1,1214
VDT61B,Diesel,2020-01-03,1,1215
G744VX,Diesel,2020-01-03,1,1216
VDX70K,Diesel,2020-01-03,1,1217
47BPD4,Diesel,2020-01-03,1,1218
VBZ71J,Diesel,2020-01-03,1,1219
VDL20J,Diesel,2020-01-03,1,1220
G379XH,Diesel,2020-01-03,1,1221
H865FG,Diesel,2020-01-03,1,1222
G081RP,Diesel,2020-01-03,1,1223
H468BZ,Diesel,2020-01-03,1,1224
H816FG,Diesel,2020-01-03,1,1225
VDH65X,Diesel,2020-01-03,1,1226
H893FG,Diesel,2020-01-03,1,1227
H823FG,Diesel,2020-01-03,1,1228
VBZ26B,Diesel,2020-01-03,1,1229
14BPB3,Diesel,2020-01-03,1,1230
71BPD9,Diesel,2020-01-03,1,1231
VDX21G,Diesel,2020-01-03,1,1232
VDT74B,Diesel,2020-01-03,1,1233
H236FH,Diesel,2020-01-03,1,1234
H212FH,Diesel,2020-01-03,1,1235
G720KT,Diesel,2020-01-03,1,1236
96BPD7,Diesel,2020-01-03,1,1237
VDT46N,Diesel,2020-01-03,1,1238
G734XD,Diesel,2020-01-03,1,1239
36BPF1,Diesel,2020-01-03,1,1240
DXL09V,Diesel,2020-01-03,1,1241
53BPD8,Diesel,2020-01-03,1,1242
VDS64J,Diesel,2020-01-03,1,1243
34BNZ5,Diesel,2020-01-03,1,1244
VDS39L,Diesel,2020-01-03,1,1245
VDX51B,Diesel,2020-01-03,1,1246
VDV88D,Diesel,2020-01-03,1,1247
VDS29T,Diesel,2020-01-03,1,1248
VDR08Z,Diesel,2020-01-03,1,1249
G175ZH,Diesel,2020-01-03,1,1250
H994FG,Diesel,2020-01-03,1,1251
VBG02V,Diesel,2020-01-03,1,1252
20BPD2,Diesel,2020-01-03,1,1253
VDK04D,Diesel,2020-01-03,1,1254
